protocol,noise_model,parameter,circuit_label,n_failed_test_rounds,decoded_output,correct_value,match,computation_outcomes_count
FK12,malicious,0.5,circuit5293.qasm,22,None,1,✗,"{'100': 32, '000': 34, '011': 16, '111': 18}"
FK12,malicious,0.5,circuit9009.qasm,15,None,0,✗,"{'001': 36, '101': 26, '110': 15, '010': 9, '100': 3, '111': 4, '011': 7}"
FK12,malicious,0.5,circuit4361.qasm,31,None,0,✗,"{'000': 45, '100': 39, '111': 11, '011': 5}"
FK12,malicious,0.5,circuit7892.qasm,20,None,1,✗,"{'101': 32, '010': 18, '001': 32, '110': 9, '011': 3, '100': 1, '111': 5}"
FK12,malicious,0.5,circuit5525.qasm,24,None,1,✗,"{'110': 28, '100': 22, '010': 22, '000': 28}"
FK12,malicious,0.5,circuit0138.qasm,21,None,1,✗,"{'000': 22, '110': 30, '010': 34, '100': 14}"
FK12,malicious,0.5,circuit6783.qasm,22,None,0,✗,"{'101': 24, '001': 17, '110': 6, '000': 15, '011': 10, '100': 22, '010': 3, '111': 3}"
FK12,malicious,0.5,circuit7085.qasm,28,None,0,✗,"{'011': 32, '100': 12, '000': 10, '111': 46}"
FK12,malicious,0.5,circuit2788.qasm,33,None,1,✗,"{'010': 30, '101': 9, '110': 32, '011': 7, '001': 11, '100': 3, '111': 4, '000': 4}"
FK12,malicious,0.5,circuit4214.qasm,26,None,1,✗,"{'001': 24, '101': 26, '011': 4, '000': 6, '010': 15, '110': 17, '100': 3, '111': 5}"
FK12,malicious,0.5,circuit4346.qasm,24,None,1,✗,"{'111': 44, '000': 9, '100': 10, '011': 37}"
FK12,malicious,0.5,circuit8996.qasm,20,None,0,✗,"{'101': 11, '110': 8, '000': 8, '001': 22, '011': 27, '100': 7, '111': 13, '010': 4}"
FK12,malicious,0.5,circuit4963.qasm,28,None,0,✗,"{'111': 2, '010': 26, '101': 21, '001': 17, '000': 5, '110': 20, '011': 6, '100': 3}"
FK12,malicious,0.5,circuit2069.qasm,22,None,1,✗,"{'100': 36, '000': 32, '010': 1, '011': 8, '001': 5, '101': 4, '111': 12, '110': 2}"
FK12,malicious,0.5,circuit8043.qasm,28,None,1,✗,"{'010': 42, '110': 28, '000': 12, '100': 4, '001': 7, '101': 6, '011': 1}"
FK12,malicious,0.5,circuit6756.qasm,20,None,0,✗,"{'010': 29, '110': 35, '100': 4, '101': 8, '011': 6, '000': 6, '001': 10, '111': 2}"
FK12,malicious,0.5,circuit7253.qasm,24,None,1,✗,"{'110': 27, '010': 19, '101': 6, '000': 17, '111': 7, '100': 15, '001': 5, '011': 4}"
FK12,malicious,0.5,circuit5450.qasm,21,None,0,✗,"{'000': 18, '011': 34, '111': 33, '100': 15}"
FK12,malicious,0.5,circuit7443.qasm,28,None,0,✗,"{'110': 35, '001': 10, '010': 32, '101': 13, '000': 2, '100': 6, '111': 1, '011': 1}"
FK12,malicious,0.5,circuit1112.qasm,28,None,1,✗,"{'011': 5, '100': 29, '010': 5, '101': 4, '000': 34, '110': 7, '111': 15, '001': 1}"
FK12,malicious,0.5,circuit6034.qasm,27,0,1,✗,"{'111': 45, '011': 55}"
FK12,malicious,0.55,circuit5463.qasm,23,None,0,✗,"{'111': 38, '000': 20, '011': 20, '100': 22}"
FK12,malicious,0.55,circuit8843.qasm,32,None,1,✗,"{'000': 48, '100': 28, '111': 13, '011': 11}"
FK12,malicious,0.55,circuit3966.qasm,22,0,1,✗,"{'001': 56, '100': 2, '101': 41, '000': 1}"
FK12,malicious,0.55,circuit2875.qasm,37,None,1,✗,"{'101': 18, '010': 6, '100': 10, '011': 20, '001': 17, '111': 18, '000': 8, '110': 3}"
FK12,malicious,0.55,circuit5231.qasm,27,None,0,✗,"{'001': 38, '101': 44, '100': 10, '000': 8}"
FK12,malicious,0.55,circuit6764.qasm,27,None,0,✗,"{'000': 33, '100': 34, '011': 15, '111': 18}"
FK12,malicious,0.55,circuit9797.qasm,32,None,0,✗,"{'010': 29, '110': 13, '000': 28, '100': 30}"
FK12,malicious,0.55,circuit3874.qasm,33,None,1,✗,"{'010': 38, '101': 18, '000': 3, '110': 27, '001': 6, '011': 2, '100': 3, '111': 3}"
FK12,malicious,0.55,circuit9941.qasm,23,None,0,✗,"{'010': 26, '100': 13, '000': 10, '101': 8, '011': 8, '001': 7, '111': 9, '110': 19}"
FK12,malicious,0.55,circuit2569.qasm,28,None,1,✗,"{'111': 28, '011': 24, '101': 13, '001': 10, '010': 6, '110': 2, '000': 11, '100': 6}"
FK12,malicious,0.55,circuit8872.qasm,27,None,0,✗,"{'000': 30, '100': 32, '010': 21, '110': 17}"
FK12,malicious,0.55,circuit0970.qasm,22,None,0,✗,"{'010': 24, '100': 12, '000': 14, '110': 34, '101': 6, '011': 4, '001': 4, '111': 2}"
FK12,malicious,0.55,circuit0389.qasm,27,None,1,✗,"{'010': 34, '100': 17, '110': 25, '000': 20, '101': 2, '011': 1, '001': 1}"
FK12,malicious,0.55,circuit9534.qasm,22,None,1,✗,"{'101': 18, '100': 21, '001': 17, '010': 8, '011': 5, '000': 15, '111': 8, '110': 8}"
FK12,malicious,0.55,circuit7354.qasm,27,None,1,✗,"{'111': 4, '110': 44, '010': 42, '011': 10}"
FK12,malicious,0.55,circuit6467.qasm,28,None,1,✗,"{'101': 15, '010': 10, '110': 19, '000': 17, '011': 15, '100': 7, '001': 7, '111': 10}"
FK12,malicious,0.55,circuit0874.qasm,29,None,0,✗,"{'100': 27, '011': 13, '111': 4, '000': 17, '001': 14, '110': 5, '101': 16, '010': 4}"
FK12,malicious,0.55,circuit2595.qasm,25,None,0,✗,"{'011': 33, '111': 36, '010': 2, '000': 13, '001': 4, '101': 4, '100': 6, '110': 2}"
FK12,malicious,0.55,circuit0736.qasm,31,None,0,✗,"{'111': 21, '011': 14, '100': 23, '001': 12, '010': 3, '110': 3, '000': 18, '101': 6}"
FK12,malicious,0.55,circuit7844.qasm,37,None,1,✗,"{'001': 15, '110': 20, '000': 10, '100': 9, '010': 23, '011': 8, '101': 8, '111': 7}"
FK12,malicious,0.55,circuit9496.qasm,20,None,1,✗,"{'100': 6, '011': 33, '111': 22, '000': 12, '010': 5, '001': 10, '101': 10, '110': 2}"
FK12,malicious,0.55,circuit7404.qasm,30,None,1,✗,"{'011': 41, '100': 11, '000': 12, '111': 36}"
FK12,malicious,0.55,circuit1761.qasm,33,None,1,✗,"{'001': 22, '101': 28, '111': 30, '011': 20}"
FK12,malicious,0.55,circuit0614.qasm,29,None,1,✗,"{'010': 34, '110': 36, '001': 6, '101': 10, '111': 3, '011': 8, '000': 2, '100': 1}"
FK12,malicious,0.55,circuit3217.qasm,38,None,1,✗,"{'111': 32, '010': 7, '011': 40, '000': 11, '001': 1, '110': 2, '100': 7}"
FK12,malicious,0.55,circuit6682.qasm,25,None,1,✗,"{'111': 25, '011': 37, '000': 21, '100': 17}"
FK12,malicious,0.55,circuit4894.qasm,27,None,0,✗,"{'001': 13, '110': 42, '101': 13, '010': 32}"
FK12,malicious,0.55,circuit9992.qasm,22,None,0,✗,"{'110': 12, '101': 13, '001': 13, '100': 12, '010': 16, '111': 8, '011': 10, '000': 16}"
FK12,malicious,0.55,circuit7338.qasm,27,None,1,✗,"{'111': 25, '011': 23, '010': 4, '000': 22, '100': 15, '110': 10, '101': 1}"
FK12,malicious,0.55,circuit1233.qasm,21,None,0,✗,"{'110': 15, '111': 28, '011': 19, '101': 8, '010': 11, '100': 8, '000': 6, '001': 5}"
FK12,malicious,0.55,circuit9978.qasm,30,None,1,✗,"{'101': 23, '011': 35, '001': 15, '111': 16, '100': 5, '110': 2, '000': 3, '010': 1}"
FK12,malicious,0.55,circuit1952.qasm,31,None,1,✗,"{'111': 40, '011': 33, '010': 12, '110': 15}"
FK12,malicious,0.55,circuit8928.qasm,21,None,0,✗,"{'101': 37, '001': 28, '110': 5, '111': 8, '011': 13, '000': 2, '100': 3, '010': 4}"
FK12,malicious,0.55,circuit8080.qasm,27,None,1,✗,"{'101': 9, '011': 16, '100': 9, '110': 18, '010': 18, '111': 17, '001': 9, '000': 4}"
FK12,malicious,0.55,circuit5723.qasm,27,None,1,✗,"{'111': 21, '011': 16, '110': 3, '101': 27, '001': 27, '010': 3, '000': 2, '100': 1}"
FK12,malicious,0.55,circuit4013.qasm,26,None,0,✗,"{'110': 11, '010': 16, '000': 13, '100': 10, '011': 11, '111': 10, '001': 19, '101': 10}"
FK12,malicious,0.55,circuit3926.qasm,26,None,0,✗,"{'011': 45, '111': 40, '000': 5, '100': 10}"
FK12,malicious,0.55,circuit6073.qasm,23,None,1,✗,"{'011': 6, '001': 38, '010': 4, '101': 36, '000': 2, '110': 8, '100': 1, '111': 5}"
FK12,malicious,0.55,circuit2622.qasm,32,None,0,✗,"{'101': 32, '000': 1, '001': 33, '111': 9, '011': 11, '100': 5, '010': 3, '110': 6}"
FK12,malicious,0.55,circuit4617.qasm,26,None,1,✗,"{'101': 25, '001': 16, '111': 7, '000': 17, '011': 6, '110': 9, '100': 17, '010': 3}"
FK12,malicious,0.55,circuit4460.qasm,23,None,0,✗,"{'100': 44, '011': 15, '111': 8, '000': 33}"
FK12,malicious,0.55,circuit3513.qasm,22,None,1,✗,"{'111': 18, '011': 22, '100': 14, '010': 5, '000': 18, '110': 8, '101': 6, '001': 9}"
FK12,malicious,0.55,circuit5351.qasm,28,None,0,✗,"{'111': 8, '001': 17, '010': 31, '110': 28, '101': 8, '011': 5, '000': 3}"
FK12,malicious,0.55,circuit5990.qasm,29,None,1,✗,"{'010': 43, '110': 31, '101': 13, '111': 6, '011': 4, '001': 3}"
FK12,malicious,0.55,circuit3406.qasm,35,None,0,✗,"{'110': 18, '101': 18, '010': 21, '011': 4, '001': 26, '000': 5, '100': 3, '111': 5}"
FK12,malicious,0.55,circuit7046.qasm,32,None,0,✗,"{'111': 26, '011': 42, '100': 7, '000': 4, '001': 8, '101': 10, '010': 2, '110': 1}"
FK12,malicious,0.55,circuit5794.qasm,29,None,0,✗,"{'101': 3, '100': 24, '000': 29, '001': 7, '111': 11, '010': 9, '110': 6, '011': 11}"
FK12,malicious,0.55,circuit3928.qasm,38,None,1,✗,"{'111': 31, '000': 9, '011': 48, '100': 12}"
FK12,malicious,0.55,circuit0354.qasm,28,None,0,✗,"{'100': 33, '101': 7, '011': 12, '000': 31, '111': 11, '110': 2, '010': 1, '001': 3}"
FK12,malicious,0.55,circuit5594.qasm,32,None,1,✗,"{'101': 10, '100': 13, '110': 14, '010': 25, '001': 11, '000': 13, '111': 9, '011': 5}"
FK12,malicious,0.55,circuit3927.qasm,28,None,1,✗,"{'110': 4, '111': 23, '001': 29, '101': 19, '000': 2, '011': 11, '010': 5, '100': 7}"
FK12,malicious,0.55,circuit5377.qasm,25,None,0,✗,"{'111': 35, '011': 32, '101': 5, '110': 7, '010': 8, '001': 4, '100': 5, '000': 4}"
FK12,malicious,0.55,circuit4065.qasm,30,None,0,✗,"{'111': 19, '100': 9, '011': 20, '000': 8, '010': 15, '001': 5, '110': 13, '101': 11}"
FK12,malicious,0.55,circuit0338.qasm,25,None,0,✗,"{'000': 15, '101': 10, '011': 17, '010': 7, '111': 17, '100': 19, '110': 9, '001': 6}"
FK12,malicious,0.55,circuit9699.qasm,33,None,1,✗,"{'111': 24, '011': 36, '101': 7, '000': 9, '100': 10, '010': 2, '001': 8, '110': 4}"
FK12,malicious,0.55,circuit2149.qasm,23,None,1,✗,"{'000': 33, '100': 43, '011': 11, '111': 13}"
FK12,malicious,0.55,circuit6984.qasm,31,None,1,✗,"{'100': 11, '101': 8, '010': 41, '110': 30, '001': 6, '111': 2, '000': 2}"
FK12,malicious,0.55,circuit9745.qasm,26,None,1,✗,"{'011': 19, '001': 31, '101': 17, '111': 19, '100': 3, '010': 4, '000': 6, '110': 1}"
FK12,malicious,0.55,circuit7117.qasm,28,None,1,✗,"{'011': 38, '100': 4, '001': 11, '000': 4, '111': 29, '101': 12, '010': 2}"
FK12,malicious,0.55,circuit4800.qasm,28,None,1,✗,"{'110': 25, '010': 27, '001': 13, '101': 15, '111': 7, '000': 6, '011': 3, '100': 4}"
FK12,malicious,0.55,circuit7303.qasm,30,None,0,✗,"{'001': 38, '111': 8, '101': 44, '011': 10}"
FK12,malicious,0.55,circuit2890.qasm,27,None,0,✗,"{'001': 41, '101': 34, '010': 3, '011': 9, '110': 3, '111': 8, '100': 2}"
FK12,malicious,0.55,circuit8792.qasm,29,None,0,✗,"{'101': 27, '011': 6, '010': 21, '001': 31, '111': 2, '110': 10, '000': 2, '100': 1}"
FK12,malicious,0.55,circuit7116.qasm,20,None,0,✗,"{'000': 12, '110': 14, '101': 7, '111': 20, '010': 18, '011': 20, '001': 4, '100': 5}"
FK12,malicious,0.55,circuit3701.qasm,21,None,1,✗,"{'010': 6, '111': 23, '100': 26, '000': 15, '001': 7, '101': 6, '110': 6, '011': 11}"
FK12,malicious,0.55,circuit2235.qasm,29,None,0,✗,"{'101': 18, '011': 15, '010': 7, '110': 6, '111': 11, '100': 11, '001': 22, '000': 10}"
FK12,malicious,0.55,circuit2994.qasm,27,None,1,✗,"{'010': 15, '001': 32, '101': 29, '110': 17, '100': 2, '011': 3, '000': 2}"
FK12,malicious,0.55,circuit6300.qasm,19,None,1,✗,"{'000': 12, '110': 14, '101': 14, '011': 11, '010': 13, '001': 19, '111': 12, '100': 5}"
FK12,malicious,0.55,circuit3915.qasm,30,None,1,✗,"{'000': 15, '100': 19, '010': 25, '110': 24, '011': 5, '111': 2, '001': 5, '101': 5}"
FK12,malicious,0.55,circuit2758.qasm,20,None,0,✗,"{'111': 13, '000': 27, '100': 30, '010': 4, '001': 4, '011': 11, '110': 9, '101': 2}"
FK12,malicious,0.55,circuit4577.qasm,21,None,1,✗,"{'100': 9, '000': 14, '101': 12, '111': 21, '001': 11, '011': 25, '010': 5, '110': 3}"
FK12,malicious,0.55,circuit2912.qasm,28,None,0,✗,"{'100': 26, '001': 4, '000': 24, '110': 16, '010': 21, '111': 3, '011': 2, '101': 4}"
FK12,malicious,0.55,circuit5951.qasm,31,None,0,✗,"{'101': 13, '000': 12, '010': 12, '001': 7, '100': 18, '011': 17, '110': 10, '111': 11}"
FK12,malicious,0.55,circuit3825.qasm,33,None,1,✗,"{'100': 11, '101': 23, '000': 22, '110': 8, '011': 6, '001': 17, '111': 7, '010': 6}"
FK12,malicious,0.55,circuit2468.qasm,27,0,1,✗,"{'011': 52, '111': 43, '010': 3, '110': 2}"
FK12,malicious,0.55,circuit8166.qasm,26,None,0,✗,"{'100': 44, '110': 3, '010': 8, '000': 29, '011': 7, '111': 5, '001': 3, '101': 1}"
FK12,malicious,0.55,circuit0453.qasm,26,None,0,✗,"{'011': 16, '111': 20, '000': 7, '101': 22, '110': 6, '001': 22, '100': 3, '010': 4}"
FK12,malicious,0.55,circuit5996.qasm,24,None,1,✗,"{'010': 26, '000': 17, '110': 21, '100': 25, '111': 4, '101': 3, '001': 1, '011': 3}"
FK12,malicious,0.55,circuit6162.qasm,26,None,1,✗,"{'101': 17, '001': 16, '110': 18, '111': 14, '000': 2, '011': 7, '010': 25, '100': 1}"
FK12,malicious,0.55,circuit5293.qasm,29,None,1,✗,"{'000': 28, '100': 33, '011': 16, '111': 23}"
FK12,malicious,0.55,circuit9009.qasm,29,None,0,✗,"{'100': 1, '111': 4, '101': 43, '010': 14, '001': 28, '110': 4, '011': 6}"
FK12,malicious,0.55,circuit4361.qasm,29,None,0,✗,"{'000': 42, '100': 33, '011': 11, '111': 14}"
FK12,malicious,0.55,circuit7892.qasm,31,None,1,✗,"{'101': 31, '010': 15, '001': 33, '110': 10, '000': 3, '011': 3, '111': 5}"
FK12,malicious,0.55,circuit5525.qasm,34,None,1,✗,"{'100': 28, '000': 20, '010': 29, '110': 23}"
FK12,malicious,0.55,circuit0138.qasm,24,None,1,✗,"{'010': 33, '110': 25, '000': 24, '100': 18}"
FK12,malicious,0.55,circuit6783.qasm,25,None,0,✗,"{'011': 7, '100': 20, '000': 21, '111': 8, '101': 13, '110': 6, '001': 21, '010': 4}"
FK12,malicious,0.55,circuit7085.qasm,29,None,0,✗,"{'111': 39, '011': 34, '100': 10, '000': 17}"
FK12,malicious,0.55,circuit2788.qasm,25,None,1,✗,"{'100': 1, '101': 8, '010': 40, '110': 27, '011': 12, '001': 11, '000': 1}"
FK12,malicious,0.55,circuit4214.qasm,32,None,1,✗,"{'011': 4, '001': 28, '110': 18, '101': 22, '010': 12, '111': 5, '100': 8, '000': 3}"
FK12,malicious,0.55,circuit4346.qasm,33,None,1,✗,"{'111': 36, '011': 44, '100': 8, '000': 12}"
FK12,malicious,0.55,circuit8996.qasm,19,None,0,✗,"{'001': 14, '101': 21, '011': 21, '010': 7, '111': 19, '100': 7, '000': 7, '110': 4}"
FK12,malicious,0.55,circuit4963.qasm,24,None,0,✗,"{'001': 22, '110': 33, '100': 10, '010': 17, '101': 7, '000': 5, '011': 4, '111': 2}"
FK12,malicious,0.55,circuit2069.qasm,28,None,1,✗,"{'100': 28, '011': 10, '111': 7, '000': 37, '101': 7, '110': 4, '001': 5, '010': 2}"
FK12,malicious,0.55,circuit8043.qasm,29,None,1,✗,"{'010': 31, '001': 6, '110': 44, '100': 8, '111': 1, '011': 4, '101': 5, '000': 1}"
FK12,malicious,0.55,circuit6756.qasm,26,None,0,✗,"{'000': 10, '110': 30, '010': 25, '100': 9, '101': 9, '111': 8, '011': 5, '001': 4}"
FK12,malicious,0.55,circuit7253.qasm,35,None,1,✗,"{'100': 21, '101': 2, '010': 25, '111': 5, '000': 19, '110': 23, '001': 3, '011': 2}"
FK12,malicious,0.55,circuit5450.qasm,32,None,0,✗,"{'111': 31, '000': 21, '100': 9, '011': 39}"
FK12,malicious,0.55,circuit7443.qasm,20,None,0,✗,"{'110': 35, '001': 12, '010': 31, '101': 11, '000': 3, '100': 5, '011': 1, '111': 2}"
FK12,malicious,0.55,circuit1112.qasm,33,None,1,✗,"{'011': 7, '110': 7, '100': 32, '000': 37, '111': 8, '001': 4, '101': 1, '010': 4}"
FK12,malicious,0.55,circuit6034.qasm,23,1,1,✓,"{'011': 43, '111': 57}"
FK12,malicious,0.6000000000000001,circuit5463.qasm,30,None,0,✗,"{'100': 20, '011': 21, '111': 36, '000': 23}"
FK12,malicious,0.6000000000000001,circuit8843.qasm,34,None,1,✗,"{'000': 34, '011': 14, '100': 33, '111': 19}"
FK12,malicious,0.6000000000000001,circuit3966.qasm,30,None,1,✗,"{'100': 5, '101': 44, '001': 49, '000': 2}"
FK12,malicious,0.6000000000000001,circuit2875.qasm,27,None,1,✗,"{'111': 20, '101': 14, '010': 9, '011': 23, '100': 4, '110': 7, '001': 19, '000': 4}"
FK12,malicious,0.6000000000000001,circuit5231.qasm,32,None,0,✗,"{'001': 41, '000': 8, '101': 40, '100': 11}"
FK12,malicious,0.6000000000000001,circuit6764.qasm,29,None,0,✗,"{'100': 34, '111': 10, '000': 32, '011': 24}"
FK12,malicious,0.6000000000000001,circuit9797.qasm,22,None,0,✗,"{'000': 32, '100': 32, '010': 20, '110': 16}"
FK12,malicious,0.6000000000000001,circuit3874.qasm,31,None,1,✗,"{'100': 11, '010': 40, '001': 9, '110': 24, '101': 14, '011': 1, '111': 1}"
FK12,malicious,0.6000000000000001,circuit9941.qasm,28,None,0,✗,"{'110': 24, '111': 6, '001': 9, '010': 12, '011': 18, '100': 10, '101': 8, '000': 13}"
FK12,malicious,0.6000000000000001,circuit2569.qasm,25,None,1,✗,"{'000': 13, '011': 32, '111': 21, '010': 2, '101': 14, '100': 10, '110': 4, '001': 4}"
FK12,malicious,0.6000000000000001,circuit8872.qasm,23,1,0,✗,"{'100': 53, '010': 18, '000': 21, '110': 8}"
FK12,malicious,0.6000000000000001,circuit0970.qasm,29,None,0,✗,"{'110': 30, '000': 14, '010': 22, '001': 9, '100': 12, '111': 5, '011': 6, '101': 2}"
FK12,malicious,0.6000000000000001,circuit0389.qasm,28,None,1,✗,"{'010': 32, '110': 23, '000': 15, '100': 24, '001': 2, '111': 2, '101': 1, '011': 1}"
FK12,malicious,0.6000000000000001,circuit9534.qasm,30,None,1,✗,"{'101': 17, '010': 12, '100': 13, '011': 13, '000': 19, '001': 13, '110': 8, '111': 5}"
FK12,malicious,0.6000000000000001,circuit7354.qasm,30,None,1,✗,"{'110': 49, '010': 35, '011': 7, '111': 9}"
FK12,malicious,0.6000000000000001,circuit6467.qasm,19,None,1,✗,"{'010': 20, '001': 10, '101': 10, '111': 14, '011': 14, '110': 13, '100': 12, '000': 7}"
FK12,malicious,0.6000000000000001,circuit0874.qasm,28,None,0,✗,"{'101': 15, '100': 30, '010': 7, '000': 21, '110': 5, '001': 14, '111': 3, '011': 5}"
FK12,malicious,0.6000000000000001,circuit2595.qasm,34,None,0,✗,"{'001': 9, '000': 10, '111': 31, '100': 8, '101': 3, '011': 35, '110': 3, '010': 1}"
FK12,malicious,0.6000000000000001,circuit0736.qasm,36,None,0,✗,"{'100': 18, '111': 27, '011': 19, '000': 12, '001': 8, '010': 7, '101': 4, '110': 5}"
FK12,malicious,0.6000000000000001,circuit7844.qasm,31,None,1,✗,"{'000': 12, '001': 21, '100': 11, '110': 14, '111': 10, '101': 8, '010': 21, '011': 3}"
FK12,malicious,0.6000000000000001,circuit9496.qasm,37,None,1,✗,"{'110': 4, '011': 37, '111': 25, '101': 12, '001': 4, '100': 10, '000': 5, '010': 3}"
FK12,malicious,0.6000000000000001,circuit7404.qasm,26,None,1,✗,"{'011': 45, '100': 18, '111': 25, '000': 12}"
FK12,malicious,0.6000000000000001,circuit1761.qasm,20,None,1,✗,"{'111': 23, '001': 37, '101': 21, '011': 19}"
FK12,malicious,0.6000000000000001,circuit0614.qasm,34,None,1,✗,"{'110': 33, '001': 9, '010': 31, '101': 10, '100': 4, '011': 7, '111': 4, '000': 2}"
FK12,malicious,0.6000000000000001,circuit3217.qasm,29,None,1,✗,"{'000': 8, '111': 37, '011': 39, '101': 2, '100': 10, '110': 3, '001': 1}"
FK12,malicious,0.6000000000000001,circuit6682.qasm,25,None,1,✗,"{'111': 31, '011': 44, '000': 11, '100': 14}"
FK12,malicious,0.6000000000000001,circuit4894.qasm,24,None,0,✗,"{'001': 19, '010': 34, '110': 37, '101': 10}"
FK12,malicious,0.6000000000000001,circuit9992.qasm,31,None,0,✗,"{'110': 13, '000': 18, '100': 13, '010': 10, '111': 11, '101': 14, '001': 12, '011': 9}"
FK12,malicious,0.6000000000000001,circuit7338.qasm,31,None,1,✗,"{'011': 24, '111': 30, '110': 11, '000': 15, '101': 3, '010': 7, '100': 9, '001': 1}"
FK12,malicious,0.6000000000000001,circuit1233.qasm,33,None,0,✗,"{'100': 8, '011': 31, '111': 22, '000': 7, '010': 14, '001': 4, '110': 13, '101': 1}"
FK12,malicious,0.6000000000000001,circuit9978.qasm,32,None,1,✗,"{'001': 14, '100': 8, '011': 32, '101': 26, '110': 4, '111': 13, '010': 1, '000': 2}"
FK12,malicious,0.6000000000000001,circuit1952.qasm,28,None,1,✗,"{'111': 29, '011': 42, '010': 12, '110': 17}"
FK12,malicious,0.6000000000000001,circuit8928.qasm,25,None,0,✗,"{'111': 7, '001': 25, '100': 4, '011': 9, '101': 26, '010': 14, '110': 14, '000': 1}"
FK12,malicious,0.6000000000000001,circuit8080.qasm,29,None,1,✗,"{'101': 11, '100': 4, '010': 21, '001': 10, '000': 4, '110': 20, '111': 14, '011': 16}"
FK12,malicious,0.6000000000000001,circuit5723.qasm,33,None,1,✗,"{'011': 18, '101': 23, '001': 34, '110': 7, '111': 10, '010': 5, '000': 2, '100': 1}"
FK12,malicious,0.6000000000000001,circuit4013.qasm,29,None,0,✗,"{'011': 12, '100': 11, '111': 20, '000': 8, '010': 12, '001': 14, '101': 16, '110': 7}"
FK12,malicious,0.6000000000000001,circuit3926.qasm,30,None,0,✗,"{'111': 39, '011': 44, '000': 8, '100': 9}"
FK12,malicious,0.6000000000000001,circuit6073.qasm,32,None,1,✗,"{'001': 36, '110': 9, '101': 34, '111': 7, '010': 7, '011': 4, '000': 3}"
FK12,malicious,0.6000000000000001,circuit2622.qasm,27,None,0,✗,"{'101': 34, '110': 10, '111': 8, '001': 31, '011': 12, '010': 2, '100': 2, '000': 1}"
FK12,malicious,0.6000000000000001,circuit4617.qasm,34,None,1,✗,"{'000': 23, '001': 21, '101': 20, '111': 8, '110': 4, '010': 4, '100': 15, '011': 5}"
FK12,malicious,0.6000000000000001,circuit4460.qasm,34,None,0,✗,"{'011': 20, '100': 43, '111': 7, '000': 30}"
FK12,malicious,0.6000000000000001,circuit3513.qasm,29,None,1,✗,"{'100': 12, '111': 15, '101': 8, '000': 17, '110': 6, '011': 24, '010': 14, '001': 4}"
FK12,malicious,0.6000000000000001,circuit5351.qasm,28,None,0,✗,"{'010': 30, '110': 34, '111': 6, '101': 10, '001': 12, '011': 4, '100': 2, '000': 2}"
FK12,malicious,0.6000000000000001,circuit5990.qasm,26,None,1,✗,"{'110': 29, '101': 17, '001': 13, '010': 28, '111': 3, '011': 7, '000': 3}"
FK12,malicious,0.6000000000000001,circuit3406.qasm,37,None,0,✗,"{'010': 17, '110': 20, '001': 16, '011': 9, '101': 19, '100': 7, '111': 9, '000': 3}"
FK12,malicious,0.6000000000000001,circuit7046.qasm,30,None,0,✗,"{'111': 42, '101': 3, '011': 33, '001': 10, '000': 3, '010': 2, '100': 7}"
FK12,malicious,0.6000000000000001,circuit5794.qasm,34,None,0,✗,"{'000': 26, '110': 8, '100': 36, '010': 10, '111': 7, '011': 9, '001': 1, '101': 3}"
FK12,malicious,0.6000000000000001,circuit3928.qasm,42,None,1,✗,"{'011': 40, '111': 39, '000': 12, '100': 9}"
FK12,malicious,0.6000000000000001,circuit0354.qasm,34,None,0,✗,"{'100': 34, '011': 9, '000': 34, '111': 12, '101': 3, '001': 7, '010': 1}"
